sample_id	study_id	cell_or_tissue
SAMEA3940340	ERP015294	fibroblast
SAMEA3940354	ERP015294	fibroblast
SAMEA3940346	ERP015294	fibroblast
SAMEA3940366	ERP015294	fibroblast
SAMEA3940383	ERP015294	fibroblast
SAMEA3940367	ERP015294	fibroblast
SAMEA3940374	ERP015294	fibroblast
SAMEA3940339	ERP015294	fibroblast
SAMEA3940356	ERP015294	fibroblast
SAMEA3940372	ERP015294	fibroblast
SAMEA3940349	ERP015294	fibroblast
SAMEA3940368	ERP015294	fibroblast
SAMEA3940378	ERP015294	fibroblast
SAMEA3940343	ERP015294	fibroblast
SAMEA3940384	ERP015294	fibroblast
SAMEA3940352	ERP015294	fibroblast
SAMEA3940350	ERP015294	fibroblast
SAMEA3940337	ERP015294	fibroblast
SAMEA3940369	ERP015294	fibroblast
SAMEA3940363	ERP015294	fibroblast
SAMEA3940377	ERP015294	fibroblast
SAMEA3940386	ERP015294	fibroblast
SAMEA3940388	ERP015294	fibroblast
SAMEA3940385	ERP015294	fibroblast
SAMEA3940358	ERP015294	fibroblast
SAMEA3940371	ERP015294	fibroblast
SAMEA3940347	ERP015294	fibroblast
SAMEA3940359	ERP015294	fibroblast
SAMEA3940361	ERP015294	fibroblast
SAMEA3940353	ERP015294	fibroblast
SAMEA3940335	ERP015294	fibroblast
SAMEA3940380	ERP015294	fibroblast
SAMEA3940376	ERP015294	fibroblast
SAMEA3940379	ERP015294	fibroblast
SAMEA3940355	ERP015294	fibroblast
SAMEA3940375	ERP015294	fibroblast
SAMEA3986686	ERP015612	ovarian cancer
SAMEA3986708	ERP015612	ovarian cancer
SAMEA3986706	ERP015612	ovarian cancer
SAMEA3986704	ERP015612	ovarian cancer
SAMEA3986683	ERP015612	ovarian cancer
SAMEA3986709	ERP015612	ovarian cancer
SAMEA3986701	ERP015612	ovarian cancer
SAMEA3986692	ERP015612	ovarian cancer
SAMEA3986699	ERP015612	ovarian cancer
SAMEA3986696	ERP015612	ovarian cancer
SAMEA3986702	ERP015612	ovarian cancer
SAMEA3986690	ERP015612	ovarian cancer
SAMEA3986700	ERP015612	ovarian cancer
SAMEA3986710	ERP015612	ovarian cancer
SAMEA3986691	ERP015612	ovarian cancer
SAMEA3986698	ERP015612	ovarian cancer
SAMEA3986695	ERP015612	ovarian cancer
SAMN02028526	SRP000941	spleen
SAMN01085432	SRP000941	thymus
SAMN00847539	SRP000941	pancreas
SAMN01085433	SRP000941	ovary
SAMN01737667	SRP000941	esophagus
SAMN00849926	SRP000941	lung
SAMN01737671	SRP000941	small intestine
SAMN00847542	SRP000941	small intestine
SAMN01737672	SRP000941	spleen
SAMN02028525	SRP000941	adipose tissue
SAMN00847535	SRP000941	esophagus
SAMN00847536	SRP000941	adipose tissue
SAMN01737669	SRP000941	pancreas
SAMN00849925	SRP000941	small intestine
SAMN01881963	SRP000941	liver
SAMN00847544	SRP000941	spleen
SAMN02028527	SRP000941	adipose tissue
SAMN01737662	SRP000941	lung
SAMN00204020	SRP001371	CD8 T cell
SAMN01882000	SRP001371	kidney
SAMN00739174	SRP001371	kidney
SAMN00696685	SRP001371	large intestine
SAMN00739179	SRP001371	renal cortex
SAMN00791521	SRP001371	renal cortex
SAMN00791538	SRP001371	skeletal muscle
SAMN00791541	SRP001371	placenta
SAMN00791542	SRP001371	spinal cord
SAMN00739183	SRP001371	renal cortex
SAMN00696689	SRP001371	large intestine
SAMN00739181	SRP001371	renal cortex
SAMN00254268	SRP001371	kidney
SAMN00204016	SRP001371	CD4 T cell
SAMN00739180	SRP001371	renal cortex
SAMN00696695	SRP001371	small intestine
SAMN00254275	SRP001371	renal cortex
SAMN00254266	SRP001371	small intestine
SAMN00254273	SRP001371	renal cortex
SAMN00254256	SRP001371	CD4 T cell
SAMN00739175	SRP001371	kidney
SAMN00254267	SRP001371	small intestine
SAMN00254272	SRP001371	renal cortex
SAMN01881999	SRP001371	small intestine
SAMN00696688	SRP001371	large intestine
SAMN00739169	SRP001371	heart
SAMN00254263	SRP001371	large intestine
SAMN00696690	SRP001371	large intestine
SAMN01882001	SRP001371	kidney
SAMN00791519	SRP001371	heart
SAMN00254261	SRP001371	large intestine
SAMN00739182	SRP001371	renal cortex
SAMN00254274	SRP001371	renal cortex
SAMN00254265	SRP001371	small intestine
SAMN00696694	SRP001371	small intestine
SAMN00254259	SRP001371	CD8 T cell
SAMN00007005	SRP001558	liver
SAMN00007014	SRP001558	liver
SAMN00007015	SRP001558	liver
SAMN00007006	SRP001558	liver
SAMN00007004	SRP001558	liver
SAMN00007013	SRP001558	liver
SAMN00007009	SRP001558	liver
SAMN00007011	SRP001558	liver
SAMN00007012	SRP001558	liver
SAMN00007007	SRP001558	liver
SAMN00007010	SRP001558	liver
SAMN00007008	SRP001558	liver
SAMN00009033	SRP001997	osteosarcoma
SAMN00009035	SRP001997	osteosarcoma
SAMN00009034	SRP001997	osteosarcoma
SAMN00009039	SRP001997	osteosarcoma
SAMN00009037	SRP001997	osteosarcoma
SAMN00009038	SRP001997	osteosarcoma
SAMN00009036	SRP001997	osteosarcoma
SAMN00009032	SRP001997	osteosarcoma
SAMN00010298	SRP002126	lymphoblastoid
SAMN00010301	SRP002126	lymphoblastoid
SAMN00010303	SRP002126	lymphoblastoid
SAMN00010304	SRP002126	lymphoblastoid
SAMN00010300	SRP002126	lymphoblastoid
SAMN00010296	SRP002126	lymphoblastoid
SAMN00010294	SRP002126	lymphoblastoid
SAMN00010295	SRP002126	lymphoblastoid
SAMN00010291	SRP002126	lymphoblastoid
SAMN00010292	SRP002126	lymphoblastoid
SAMN00010297	SRP002126	lymphoblastoid
SAMN00010293	SRP002126	lymphoblastoid
SAMN00010302	SRP002126	lymphoblastoid
SAMN00010299	SRP002126	lymphoblastoid
SAMN00010308	SRP002128	lymphoblastoid
SAMN00010307	SRP002128	lymphoblastoid
SAMN00010309	SRP002128	lymphoblastoid
SAMN00010312	SRP002128	lymphoblastoid
SAMN00010306	SRP002128	lymphoblastoid
SAMN00010314	SRP002128	lymphoblastoid
SAMN00010311	SRP002128	lymphoblastoid
SAMN00010310	SRP002128	lymphoblastoid
SAMN00010313	SRP002128	lymphoblastoid
SAMN00010305	SRP002128	lymphoblastoid
SAMN00015154	SRP002628	prostate
SAMN00015153	SRP002628	prostate
SAMN00015160	SRP002628	prostate
SAMN00015146	SRP002628	prostate
SAMN00015158	SRP002628	prostate
SAMN00015149	SRP002628	prostate
SAMN00015156	SRP002628	prostate
SAMN00015150	SRP002628	prostate
SAMN00015165	SRP002628	prostate
SAMN00015157	SRP002628	prostate
SAMN00015173	SRP002628	prostate
SAMN00015175	SRP002628	prostate
SAMN00015171	SRP002628	prostate
SAMN00015155	SRP002628	prostate
SAMN00015166	SRP002628	prostate
SAMN00015161	SRP002628	prostate
SAMN00015148	SRP002628	prostate
SAMN00015151	SRP002628	prostate
SAMN00015162	SRP002628	prostate
SAMN00015174	SRP002628	prostate
SAMN00015159	SRP002628	prostate
SAMN00015163	SRP002628	prostate
SAMN00015172	SRP002628	prostate
SAMN00113539	SRP003611	brain
SAMN00113538	SRP003611	prostate
SAMN00113537	SRP003611	prostate
SAMN00113536	SRP003611	prostate
SAMN00113535	SRP003611	prostate
SAMN00113534	SRP003611	prostate
SAMN00113533	SRP003611	prostate
SAMN00262520	SRP006575	colon cancer
SAMN01112662	SRP006575	lung
SAMN01112652	SRP006575	lung
SAMN01112655	SRP006575	colon
SAMN01112657	SRP006575	kidney
SAMN00262513	SRP006575	breast cancer
SAMN01112673	SRP006575	breast cancer
SAMN00262553	SRP006575	sarcoma
SAMN00262533	SRP006575	lung cancer
SAMN00262514	SRP006575	breast cancer
SAMN00262524	SRP006575	prostate cancer
SAMN01112649	SRP006575	lung
SAMN00262515	SRP006575	breast cancer
SAMN01112661	SRP006575	lung
SAMN00262548	SRP006575	sarcoma
SAMN00262541	SRP006575	sarcoma
SAMN00262511	SRP006575	breast cancer
SAMN01112669	SRP006575	kidney
SAMN00262519	SRP006575	colon cancer
SAMN01112646	SRP006575	breast
SAMN01112648	SRP006575	breast
SAMN00262547	SRP006575	sarcoma
SAMN01112650	SRP006575	lung
SAMN01112651	SRP006575	lung
SAMN01112664	SRP006575	lung
SAMN00262516	SRP006575	lung cancer
SAMN00262543	SRP006575	sarcoma
SAMN00262522	SRP006575	prostate cancer
SAMN01112671	SRP006575	breast cancer
SAMN01112663	SRP006575	lung
SAMN01112654	SRP006575	colon
SAMN00262517	SRP006575	lung cancer
SAMN00262545	SRP006575	sarcoma
SAMN01112670	SRP006575	kidney
SAMN00262512	SRP006575	breast cancer
SAMN01112653	SRP006575	lung
SAMN01112656	SRP006575	colon
SAMN00262523	SRP006575	prostate cancer
SAMN00262510	SRP006575	breast cancer
SAMN00262546	SRP006575	sarcoma
SAMN01112647	SRP006575	breast
SAMN00262540	SRP006575	sarcoma
SAMN01112644	SRP006575	breast
SAMN00262542	SRP006575	sarcoma
SAMN00262521	SRP006575	colon cancer
SAMN00262796	SRP006676	epithelial cell
SAMN00262800	SRP006676	epithelial cell
SAMN00262794	SRP006676	epithelial cell
SAMN00262798	SRP006676	epithelial cell
SAMN00262795	SRP006676	epithelial cell
SAMN00262797	SRP006676	epithelial cell
SAMN00262801	SRP006676	epithelial cell
SAMN00262799	SRP006676	epithelial cell
SAMN00632245	SRP007412	kidney
SAMN00632249	SRP007412	testis
SAMN00632238	SRP007412	cerebellum
SAMN00632240	SRP007412	heart
SAMN00632243	SRP007412	kidney
SAMN00632247	SRP007412	liver
SAMN00634074	SRP007461	HUVEC
SAMN00678400	SRP007461	HUVEC
SAMN01103813	SRP007461	fibroblast
SAMN00678382	SRP007461	HUVEC
SAMN01103817	SRP007461	epithelial cell
SAMN01103826	SRP007461	B cell
SAMN01103825	SRP007461	placenta
SAMN00634081	SRP007461	embryonic stem cell
SAMN01103818	SRP007461	fibroblast
SAMN00672636	SRP007461	epithelial cell
SAMN00678396	SRP007461	B cell
SAMN00634084	SRP007461	embryonic stem cell
SAMN00672619	SRP007461	B cell
SAMN00672632	SRP007461	keratinocyte
SAMN01103830	SRP007461	mesenchymal stem cell
SAMN00678389	SRP007461	keratinocyte
SAMN00634087	SRP007461	liver
SAMN00672629	SRP007461	fibroblast
SAMN00672631	SRP007461	keratinocyte
SAMN00678384	SRP007461	embryonic stem cell
SAMN00678383	SRP007461	liver
SAMN01103814	SRP007461	fibroblast
SAMN00678399	SRP007461	HUVEC
SAMN00678381	SRP007461	epithelial cell
SAMN00634072	SRP007461	fibroblast
SAMN00634073	SRP007461	fibroblast
SAMN01103824	SRP007461	B cell
SAMN00672634	SRP007461	keratinocyte
SAMN00634078	SRP007461	liver
SAMN00634077	SRP007461	embryonic stem cell
SAMN00634086	SRP007461	liver
SAMN00634071	SRP007461	B cell
SAMN00678391	SRP007461	epithelial cell
SAMN01103821	SRP007461	brain
SAMN00678386	SRP007461	keratinocyte
SAMN00634083	SRP007461	B cell
SAMN00678390	SRP007461	epithelial cell
SAMN01103819	SRP007461	fibroblast
SAMN00678393	SRP007461	liver
SAMN00672637	SRP007461	epithelial cell
SAMN00672621	SRP007461	mammary gland
SAMN00678397	SRP007461	epithelial cell
SAMN00672628	SRP007461	brain
SAMN01103816	SRP007461	epithelial cell
SAMN00678388	SRP007461	brain
SAMN01103829	SRP007461	monocyte
SAMN00634079	SRP007461	liver
SAMN00678398	SRP007461	fibroblast
SAMN00634076	SRP007461	HUVEC
SAMN00672633	SRP007461	keratinocyte
SAMN00634070	SRP007461	B cell
SAMN00634075	SRP007461	epithelial cell
SAMN00672635	SRP007461	epithelial cell
SAMN00678395	SRP007461	B cell
SAMN01103820	SRP007461	brain
SAMN00634080	SRP007461	HUVEC
SAMN01103823	SRP007461	brain
SAMN00634089	SRP007461	skeletal muscle
SAMN00672627	SRP007461	fibroblast
SAMN00678385	SRP007461	embryonic stem cell
SAMN00634085	SRP007461	embryonic stem cell
SAMN00634082	SRP007461	epithelial cell
SAMN00668208	SRP007483	brain
SAMN00668210	SRP007483	brain
SAMN00668207	SRP007483	brain
SAMN00668209	SRP007483	brain
SAMN00668206	SRP007483	brain
SAMN00668205	SRP007483	brain
SAMN00668323	SRP007494	testis
SAMN00668326	SRP007494	placenta
SAMN00668322	SRP007494	brain
SAMN00668330	SRP007494	fibroblast
SAMN00668329	SRP007494	fibroblast
SAMN00668324	SRP007494	liver
SAMN00668327	SRP007494	fibroblast
SAMN00727900	SRP008496	esophagus
SAMN00727898	SRP008496	esophagus
SAMN00727890	SRP008496	esophagus
SAMN00727896	SRP008496	esophagus
SAMN00727893	SRP008496	esophagus
SAMN00727901	SRP008496	esophagus
SAMN00727894	SRP008496	esophagus
SAMN00727891	SRP008496	esophagus
SAMN00727895	SRP008496	esophagus
SAMN00739442	SRP008976	PBMC
SAMN00739441	SRP008976	PBMC
SAMN00739449	SRP008976	PBMC
SAMN00739446	SRP008976	PBMC
SAMN00739453	SRP008976	PBMC
SAMN00739452	SRP008976	PBMC
SAMN00739455	SRP008976	PBMC
SAMN00739445	SRP008976	PBMC
SAMN00739444	SRP008976	PBMC
SAMN00739456	SRP008976	PBMC
SAMN00739440	SRP008976	PBMC
SAMN00739450	SRP008976	PBMC
SAMN00739443	SRP008976	PBMC
SAMN00739448	SRP008976	PBMC
SAMN00739454	SRP008976	PBMC
SAMN00739458	SRP008976	PBMC
SAMN00739439	SRP008976	PBMC
SAMN00739457	SRP008976	PBMC
SAMN00739447	SRP008976	PBMC
SAMN00739451	SRP008976	PBMC
SAMN00744482	SRP009123	liver
SAMN00744487	SRP009123	liver
SAMN00744486	SRP009123	liver
SAMN00744485	SRP009123	liver
SAMN00744483	SRP009123	liver
SAMN00744484	SRP009123	liver
SAMN00761668	SRP009568	embryonic kidney
SAMN00761671	SRP009568	embryonic kidney
SAMN00761670	SRP009568	embryonic kidney
SAMN00761664	SRP009568	embryonic kidney
SAMN00761665	SRP009568	embryonic kidney
SAMN00761663	SRP009568	embryonic kidney
SAMN00761672	SRP009568	embryonic kidney
SAMN00761667	SRP009568	embryonic kidney
SAMN00761669	SRP009568	embryonic kidney
SAMN00761666	SRP009568	embryonic kidney
SAMN00773638	SRP010162	lung
SAMN00773654	SRP010162	lung
SAMN00773641	SRP010162	lung
SAMN00773652	SRP010162	lung
SAMN00773173	SRP010162	lung
SAMN00769997	SRP010162	lung
SAMN00773169	SRP010162	lung
SAMN00773640	SRP010162	lung
SAMN00770017	SRP010166	lung cancer
SAMN00770013	SRP010166	lung cancer
SAMN00770016	SRP010166	lung cancer
SAMN00770015	SRP010166	lung cancer
SAMN00770019	SRP010166	lung cancer
SAMN00770021	SRP010166	lung cancer
SAMN00770012	SRP010166	lung cancer
SAMN00770014	SRP010166	lung cancer
SAMN00770027	SRP010166	lung cancer
SAMN00770022	SRP010166	lung cancer
SAMN00770026	SRP010166	lung cancer
SAMN00770023	SRP010166	lung cancer
SAMN00770024	SRP010166	lung cancer
SAMN00770020	SRP010166	lung cancer
SAMN00770018	SRP010166	lung cancer
SAMN00770025	SRP010166	lung cancer
SAMN00779710	SRP010644	PBMC
SAMN00779698	SRP010644	PBMC
SAMN00779713	SRP010644	PBMC
SAMN00779708	SRP010644	PBMC
SAMN00779707	SRP010644	PBMC
SAMN00779706	SRP010644	PBMC
SAMN00779702	SRP010644	PBMC
SAMN00779711	SRP010644	PBMC
SAMN00779701	SRP010644	PBMC
SAMN00779709	SRP010644	PBMC
SAMN00779700	SRP010644	PBMC
SAMN00779697	SRP010644	PBMC
SAMN00779703	SRP010644	PBMC
SAMN00779712	SRP010644	PBMC
SAMN00839487	SRP011924	heart
SAMN00839472	SRP011924	heart
SAMN00839475	SRP011924	heart
SAMN00839467	SRP011924	heart
SAMN00839485	SRP011924	heart
SAMN00839480	SRP011924	heart
SAMN00839489	SRP011924	heart
SAMN00839469	SRP011924	heart
SAMN00839471	SRP011924	heart
SAMN00839466	SRP011924	heart
SAMN00839481	SRP011924	heart
SAMN00839484	SRP011924	heart
SAMN00839482	SRP011924	heart
SAMN00839479	SRP011924	heart
SAMN00839470	SRP011924	heart
SAMN00839492	SRP011924	heart
SAMN00839468	SRP011924	heart
SAMN00839473	SRP011924	heart
SAMN00839491	SRP011924	heart
SAMN00839464	SRP011924	heart
SAMN00839486	SRP011924	heart
SAMN00839478	SRP011924	heart
SAMN00839490	SRP011924	heart
SAMN00839493	SRP011924	heart
SAMN00839474	SRP011924	heart
SAMN00839488	SRP011924	heart
SAMN00839477	SRP011924	heart
SAMN00839483	SRP011924	heart
SAMN00839476	SRP011924	heart
SAMN00848521	SRP012015	macrophage
SAMN00848522	SRP012015	macrophage
SAMN00848524	SRP012015	macrophage
SAMN00848523	SRP012015	macrophage
SAMN00848520	SRP012015	macrophage
SAMN00848525	SRP012015	macrophage
SAMN00858032	SRP012295	endothelial cell
SAMN00858035	SRP012295	endothelial cell
SAMN00858034	SRP012295	endothelial cell
SAMN00858033	SRP012295	endothelial cell
SAMN00858031	SRP012295	endothelial cell
SAMN00858036	SRP012295	endothelial cell
SAMN00990707	SRP012607	lung
SAMN00990705	SRP012607	lung
SAMN00990704	SRP012607	lung
SAMN00990709	SRP012607	lung
SAMN00990706	SRP012607	lung
SAMN00990708	SRP012607	lung
SAMN01001228	SRP013450	B cell
SAMN01001224	SRP013450	B cell
SAMN01001231	SRP013450	B cell
SAMN01001229	SRP013450	B cell
SAMN01001241	SRP013450	B cell
SAMN01001233	SRP013450	B cell
SAMN01001222	SRP013450	B cell
SAMN01001234	SRP013450	B cell
SAMN01001236	SRP013450	B cell
SAMN01001235	SRP013450	B cell
SAMN01001223	SRP013450	B cell
SAMN01001225	SRP013450	B cell
SAMN01001239	SRP013450	B cell
SAMN01001232	SRP013450	B cell
SAMN01001237	SRP013450	B cell
SAMN01001238	SRP013450	B cell
SAMN01001240	SRP013450	B cell
SAMN01001230	SRP013450	B cell
SAMN01085883	SRP014027	lung
SAMN01085882	SRP014027	lung
SAMN01085886	SRP014027	lung
SAMN01085884	SRP014027	lung
SAMN01085881	SRP014027	lung
SAMN01085885	SRP014027	lung
SAMN01163680	SRP015670	macrophage
SAMN01163688	SRP015670	macrophage
SAMN01163677	SRP015670	macrophage
SAMN01163689	SRP015670	macrophage
SAMN01163684	SRP015670	macrophage
SAMN01163671	SRP015670	macrophage
SAMN01163685	SRP015670	macrophage
SAMN01163672	SRP015670	macrophage
SAMN01163674	SRP015670	macrophage
SAMN01163676	SRP015670	macrophage
SAMN01163683	SRP015670	macrophage
SAMN01163686	SRP015670	macrophage
SAMN01163679	SRP015670	macrophage
SAMN01163690	SRP015670	macrophage
SAMN01163682	SRP015670	macrophage
SAMN01163678	SRP015670	macrophage
SAMN01163675	SRP015670	macrophage
SAMN01163687	SRP015670	macrophage
SAMN01163673	SRP015670	macrophage
SAMN01163681	SRP015670	macrophage
SAMN01933212	SRP017019	lung cancer
SAMN01798242	SRP017019	lung cancer
SAMN01798243	SRP017019	epithelial cell
SAMN01933213	SRP017019	lung cancer
SAMN01798244	SRP017019	epithelial cell
SAMN01798241	SRP017019	lung cancer
SAMN01805535	SRP017142	fibroblast
SAMN01805536	SRP017142	fibroblast
SAMN01805534	SRP017142	fibroblast
SAMN01805539	SRP017142	fibroblast
SAMN01805537	SRP017142	fibroblast
SAMN01805538	SRP017142	fibroblast
SAMN01816553	SRP017262	bone marrow
SAMN01816552	SRP017262	bone marrow
SAMN01816543	SRP017262	bone marrow
SAMN01816537	SRP017262	bone marrow
SAMN01816548	SRP017262	bone marrow
SAMN01816538	SRP017262	bone marrow
SAMN01816554	SRP017262	bone marrow
SAMN01816545	SRP017262	bone marrow
SAMN01816544	SRP017262	bone marrow
SAMN01816541	SRP017262	bone marrow
SAMN01816542	SRP017262	bone marrow
SAMN01816540	SRP017262	bone marrow
SAMN01816536	SRP017262	bone marrow
SAMN02192684	SRP017577	cervical cancer
SAMN02192682	SRP017577	cervical cancer
SAMN02192687	SRP017577	cervical cancer
SAMN02192686	SRP017577	cervical cancer
SAMN02192685	SRP017577	cervical cancer
SAMN02192683	SRP017577	cervical cancer
SAMN01902514	SRP018218	pancreas
SAMN01902516	SRP018218	pancreas
SAMN01902510	SRP018218	pancreas
SAMN01902509	SRP018218	pancreas
SAMN01902515	SRP018218	pancreas
SAMN01902513	SRP018218	pancreas
SAMN01902511	SRP018218	pancreas
SAMN01902512	SRP018218	pancreas
SAMN01902517	SRP018218	pancreas
SAMN01924094	SRP018786	embryonic kidney
SAMN01924096	SRP018786	embryonic kidney
SAMN01924095	SRP018786	embryonic kidney
SAMN01924099	SRP018786	embryonic kidney
SAMN01924100	SRP018786	embryonic kidney
SAMN01924098	SRP018786	embryonic kidney
SAMN01924097	SRP018786	embryonic kidney
SAMN01924101	SRP018786	embryonic kidney
SAMN02584330	SRP019241	embryonic stem cell
SAMN01974790	SRP019241	pancreas
SAMN01974787	SRP019241	pancreas
SAMN01974791	SRP019241	pancreas
SAMN01974789	SRP019241	pancreas
SAMN01974786	SRP019241	pancreas
SAMN01974788	SRP019241	pancreas
SAMN01974782	SRP019241	embryonic stem cell
SAMN01974785	SRP019241	pancreas
SAMN01974953	SRP019250	embryonic kidney
SAMN01974943	SRP019250	embryonic kidney
SAMN01974941	SRP019250	embryonic kidney
SAMN01974933	SRP019250	embryonic kidney
SAMN01974951	SRP019250	embryonic kidney
SAMN01974931	SRP019250	embryonic kidney
SAMN01974937	SRP019250	embryonic kidney
SAMN01974949	SRP019250	embryonic kidney
SAMN01974945	SRP019250	embryonic kidney
SAMN01974955	SRP019250	lymphoblastoid
SAMN01974959	SRP019250	lymphoblastoid
SAMN01974935	SRP019250	embryonic kidney
SAMN01974939	SRP019250	embryonic kidney
SAMN01974957	SRP019250	lymphoblastoid
SAMN01974947	SRP019250	embryonic kidney
SAMN01983939	SRP019758	epithelial cell
SAMN01983942	SRP019758	colon cancer
SAMN01983944	SRP019758	breast cancer
SAMN01983941	SRP019758	colon cancer
SAMN01983940	SRP019758	epithelial cell
SAMN01983943	SRP019758	breast cancer
SAMN01983959	SRP019762	prefrontal cortex
SAMN01983965	SRP019762	prefrontal cortex
SAMN01983964	SRP019762	prefrontal cortex
SAMN01983966	SRP019762	prefrontal cortex
SAMN01983957	SRP019762	prefrontal cortex
SAMN01983958	SRP019762	prefrontal cortex
SAMN01983962	SRP019762	prefrontal cortex
SAMN01983968	SRP019762	prefrontal cortex
SAMN01983956	SRP019762	prefrontal cortex
SAMN01983969	SRP019762	prefrontal cortex
SAMN01983960	SRP019762	prefrontal cortex
SAMN01983967	SRP019762	prefrontal cortex
SAMN01983961	SRP019762	prefrontal cortex
SAMN01983963	SRP019762	prefrontal cortex
SAMN01984836	SRP019810	colon cancer
SAMN01984829	SRP019810	colon cancer
SAMN01984827	SRP019810	colon cancer
SAMN01984841	SRP019810	colon cancer
SAMN01984835	SRP019810	colon cancer
SAMN01984826	SRP019810	colon cancer
SAMN01984834	SRP019810	colon cancer
SAMN01984825	SRP019810	colon cancer
SAMN01984833	SRP019810	colon cancer
SAMN01984832	SRP019810	colon cancer
SAMN01984831	SRP019810	colon cancer
SAMN01984837	SRP019810	colon cancer
SAMN01984830	SRP019810	colon cancer
SAMN01984838	SRP019810	colon cancer
SAMN01984839	SRP019810	colon cancer
SAMN01984828	SRP019810	colon cancer
SAMN01984840	SRP019810	colon cancer
SAMN01997648	SRP020491	B cell
SAMN01997647	SRP020491	B cell
SAMN01997681	SRP020491	B cell
SAMN01997662	SRP020491	B cell
SAMN01997639	SRP020491	B cell
SAMN01997632	SRP020491	B cell
SAMN01997643	SRP020491	B cell
SAMN01997638	SRP020491	B cell
SAMN01997645	SRP020491	B cell
SAMN01997670	SRP020491	B cell
SAMN01997665	SRP020491	B cell
SAMN01997672	SRP020491	B cell
SAMN01997673	SRP020491	B cell
SAMN01997653	SRP020491	B cell
SAMN01997637	SRP020491	B cell
SAMN01997655	SRP020491	B cell
SAMN01997649	SRP020491	B cell
SAMN01997629	SRP020491	B cell
SAMN01997642	SRP020491	B cell
SAMN01997646	SRP020491	B cell
SAMN01997630	SRP020491	B cell
SAMN01997631	SRP020491	B cell
SAMN01997627	SRP020491	B cell
SAMN01997641	SRP020491	B cell
SAMN01997657	SRP020491	B cell
